season,game_type,team,week,gsis_id,position,full_name,first_name,last_name,report_primary_injury,report_secondary_injury,report_status,practice_primary_injury,practice_secondary_injury,practice_status,date_modified
2022,REG,NYG,11,00-0038115,TE,Daniel Bellinger,Daniel,Bellinger,Eye,,Out,Eye,,Did Not Participate In Practice,2022-11-18 19:19:06+00:00
2022,REG,NYG,11,00-0037612,T,Evan Neal,Evan,Neal,Knee,,Doubtful,Knee,,Limited Participation in Practice,2022-11-18 19:19:14+00:00
2022,REG,NYG,11,00-0038123,S,Dane Belton,Dane,Belton,Collarbone,,Questionable,Collarbone,,Limited Participation in Practice,2022-11-18 19:18:52+00:00
2022,REG,NYG,11,00-0037807,G,Joshua Ezeudu,Joshua,Ezeudu,Neck,,Questionable,Neck,,Limited Participation in Practice,2022-11-18 19:18:52+00:00
2022,REG,NYG,11,00-0033932,WR,Kenny Golladay,Kenny,Golladay,Hamstring,,Questionable,Hamstring,,Limited Participation in Practice,2022-11-18 19:18:52+00:00
2022,REG,NYG,11,00-0035683,DT,Dexter Lawrence,Dexter,Lawrence,Back,,Questionable,Back,,Limited Participation in Practice,2022-11-18 19:18:52+00:00
2022,REG,NYG,11,00-0038117,WR,Wan'Dale Robinson,Wan'Dale,Robinson,Hamstring,,Questionable,Hamstring,,Limited Participation in Practice,2022-11-18 19:18:52+00:00
2022,REG,NYJ,11,00-0026166,T,Duane Brown,Duane,Brown,,,,Shoulder,,Full Participation in Practice,2022-11-18 20:39:48+00:00
2022,REG,NYJ,11,00-0033871,WR,Corey Davis,Corey,Davis,Knee,,Out,Knee,,Did Not Participate In Practice,2022-11-18 20:43:20+00:00
2022,REG,NYJ,11,00-0032759,DT,Sheldon Rankins,Sheldon,Rankins,Elbow,,Out,Elbow,,Did Not Participate In Practice,2022-11-18 20:43:32+00:00
2022,REG,NYJ,11,00-0036510,TE,Kenny Yeboah,Kenny,Yeboah,Calf,,Doubtful,Calf,,Did Not Participate In Practice,2022-11-18 20:43:44+00:00
2022,REG,NYJ,11,00-0035383,G,Nate Herbig,Nate,Herbig,Shin,,Questionable,Shin,,Limited Participation in Practice,2022-11-18 20:41:25+00:00
2022,REG,PHI,11,00-0035676,WR,A.J. Brown,A.J.,Brown,,,,Ankle,,Full Participation in Practice,2022-11-18 19:32:01+00:00
2022,REG,PHI,11,00-0037132,WR,Britain Covey,Britain,Covey,,,,Thigh,,Full Participation in Practice,2022-11-18 19:32:09+00:00
2022,REG,PHI,11,00-0029653,DT,Fletcher Cox,Fletcher,Cox,,,,Foot,,Full Participation in Practice,2022-11-18 19:32:20+00:00
2022,REG,PHI,11,00-0028129,C,Jason Kelce,Jason,Kelce,,,,Ankle,,Full Participation in Practice,2022-11-18 19:32:36+00:00
2022,REG,PHI,11,00-0027952,DE,Robert Quinn,Robert,Quinn,,,,Back,,Full Participation in Practice,2022-11-18 19:32:47+00:00
2022,REG,PHI,11,00-0033875,LB,Haason Reddick,Haason,Reddick,,,,Thigh,,Full Participation in Practice,2022-11-18 19:33:00+00:00
2022,REG,PHI,11,00-0036912,WR,DeVonta Smith,DeVonta,Smith,,,,Knee,,Full Participation in Practice,2022-11-18 19:33:04+00:00
2022,REG,PHI,11,00-0032890,CB,James Bradberry,James,Bradberry,,,,Not injury related - resting player,,Limited Participation in Practice,2022-11-17 20:38:40+00:00
2022,REG,PHI,11,00-0037002,G,Landon Dickerson,Landon,Dickerson,,,,Not injury related - resting player,,Limited Participation in Practice,2022-11-17 20:38:59+00:00
2022,REG,PHI,11,00-0027865,DE,Brandon Graham,Brandon,Graham,,,,Not injury related - resting player,,Limited Participation in Practice,2022-11-17 20:39:16+00:00
2022,REG,PHI,11,00-0030561,T,Lane Johnson,Lane,Johnson,,,,Not injury related - resting player,,Limited Participation in Practice,2022-11-17 20:39:32+00:00
2022,REG,PHI,11,00-0032954,G,Isaac Seumalo,Isaac,Seumalo,,,,Not injury related - resting player,,Limited Participation in Practice,2022-11-17 20:39:59+00:00
2022,REG,PHI,11,00-0030062,CB,Darius Slay,Darius,Slay,,,,Not injury related - resting player,,Limited Participation in Practice,2022-11-17 20:40:11+00:00
2022,REG,PHI,11,00-0034381,DE,Josh Sweat,Josh,Sweat,,,,Not injury related - resting player,,Limited Participation in Practice,2022-11-17 20:40:29+00:00
2022,REG,PHI,11,00-0037137,CB,Josh Jobe,Josh,Jobe,Hamstring,,Out,Hamstring,,Did Not Participate In Practice,2022-11-18 19:33:33+00:00
2022,REG,PIT,11,00-0034335,LB,Marcus Allen,Marcus,Allen,,,,Illness,,Full Participation in Practice,2022-11-18 19:35:03+00:00
2022,REG,PIT,11,00-0035525,LB,Devin Bush,Devin,Bush,,,,Knee,,Full Participation in Practice,2022-11-18 19:35:03+00:00
2022,REG,PIT,11,00-0031893,T,Jesse Davis,Jesse,Davis,,,,Knee,,Full Participation in Practice,2022-11-18 19:36:23+00:00
2022,REG,PIT,11,00-0036339,G,Kevin Dotson,Kevin,Dotson,,,,Hip,,Full Participation in Practice,2022-11-18 19:36:30+00:00
2022,REG,PIT,11,00-0034789,S,Minkah Fitzpatrick,Minkah,Fitzpatrick,,,,Appendix,,Full Participation in Practice,2022-11-18 19:35:03+00:00
2022,REG,PIT,11,00-0036893,RB,Najee Harris,Najee,Harris,,,,Knee,,Full Participation in Practice,2022-11-18 19:35:03+00:00
2022,REG,PIT,11,00-0027969,DT,Cameron Heyward,Cameron,Heyward,,,,Not injury related - resting player,,Full Participation in Practice,2022-11-18 19:36:41+00:00
2022,REG,PIT,11,00-0033905,DT,Larry Ogunjobi,Larry,Ogunjobi,,,,Knee,,Full Participation in Practice,2022-11-18 19:36:48+00:00
2022,REG,PIT,11,00-0034571,T,Trenton Scott,Trenton,Scott,,,,Back,,Full Participation in Practice,2022-11-18 19:35:03+00:00
2022,REG,PIT,11,00-0033886,LB,T.J. Watt,T.J.,Watt,,,,Pectoral,Not injury related - resting p,Full Participation in Practice,2022-11-18 19:36:57+00:00
2022,REG,PIT,11,00-0033783,CB,Ahkello Witherspoon,Ahkello,Witherspoon,Hamstring,,Out,Hamstring,,Did Not Participate In Practice,2022-11-18 19:37:44+00:00
2022,REG,SF,11,00-0035717,DE,Nick Bosa,Nick,Bosa,,,,Not injury related - resting player,,Full Participation in Practice,2022-11-19 22:32:44+00:00
2022,REG,SF,11,00-0037828,WR,Danny Gray,Danny,Gray,,,,Ankle,,Full Participation in Practice,2022-11-19 22:32:44+00:00
2022,REG,SF,11,00-0034573,CB,Charvarius Ward,Charvarius,Ward,,,,Not injury related - personal matter,,Full Participation in Practice,2022-11-19 22:33:03+00:00
2022,REG,SF,11,00-0027857,T,Trent Williams,Trent,Williams,,,,Not injury related - resting player,,Full Participation in Practice,2022-11-19 22:32:44+00:00
2022,REG,SF,11,00-0032164,DT,Arik Armstead,Arik,Armstead,Foot,Ankle,Out,Foot,Ankle,Did Not Participate In Practice,2022-11-19 22:33:22+00:00
2022,REG,SF,11,00-0033945,DE,Samson Ebukam,Samson,Ebukam,Quadricep,Achilles,Questionable,Quadricep,Achilles,Limited Participation in Practice,2022-11-19 22:33:06+00:00
2022,REG,TEN,11,00-0036615,CB,Caleb Farley,Caleb,Farley,,,,Back,,Did Not Participate In Practice,2022-11-15 21:48:11+00:00
2022,REG,TEN,11,00-0031254,DE,Denico Autry,Denico,Autry,,,,Not injury related - resting player,,Full Participation in Practice,2022-11-16 20:28:53+00:00
2022,REG,TEN,11,00-0036171,G,Aaron Brewer,Aaron,Brewer,,,,Toe,,Full Participation in Practice,2022-11-16 20:28:53+00:00
2022,REG,TEN,11,00-0036416,CB,Kristian Fulton,Kristian,Fulton,,,,Hamstring,,Full Participation in Practice,2022-11-16 20:28:53+00:00
2022,REG,TEN,11,00-0032764,RB,Derrick Henry,Derrick,Henry,,,,Not injury related - resting player,,Full Participation in Practice,2022-11-16 20:28:53+00:00
2022,REG,TEN,11,00-0033386,WR,Cody Hollister,Cody,Hollister,,,,Back,,Full Participation in Practice,2022-11-16 20:29:55+00:00
2022,REG,TEN,11,00-0035292,LB,David Long,David,Long,,,,Neck,,Full Participation in Practice,2022-11-16 20:28:53+00:00
2022,REG,TEN,11,00-0038125,CB,Roger McCreary,Roger,McCreary,,,,Calf,,Full Participation in Practice,2022-11-16 20:30:12+00:00
2022,REG,TEN,11,00-0035334,DE,Kevin Strong,Kevin,Strong,,,,Ankle,,Full Participation in Practice,2022-11-16 20:28:53+00:00
2022,REG,TEN,11,00-0029701,QB,Ryan Tannehill,Ryan,Tannehill,,,,Ankle,,Full Participation in Practice,2022-11-16 20:28:53+00:00
2022,REG,TEN,11,00-0029421,K,Randy Bullock,Randy,Bullock,right Calf,,Out,right Calf,,Did Not Participate In Practice,2022-11-16 20:31:08+00:00
2022,REG,TEN,11,00-0032146,LB,Bud Dupree,Bud,Dupree,Hip,,Out,Hip,,Did Not Participate In Practice,2022-11-16 20:31:15+00:00
2022,REG,TEN,11,00-0035244,CB,Lonnie Johnson,Lonnie,Johnson,Hamstring,,Out,Hamstring,,Did Not Participate In Practice,2022-11-16 20:31:42+00:00
2022,REG,TEN,11,00-0029413,C,Ben Jones,Ben,Jones,Concussion,,Out,Concussion,,Did Not Participate In Practice,2022-11-16 20:31:50+00:00
2022,REG,TEN,11,00-0035632,S,Amani Hooker,Amani,Hooker,Shoulder,,Out,Shoulder,,Limited Participation in Practice,2022-11-16 20:31:35+00:00
2022,REG,TEN,11,00-0035643,DT,Jeffery Simmons,Jeffery,Simmons,Ankle,,Questionable,Ankle,,Did Not Participate In Practice,2022-11-16 20:30:57+00:00
2022,REG,TEN,11,00-0036992,CB,Elijah Molden,Elijah,Molden,Groin,,Questionable,Groin,,Limited Participation in Practice,2022-11-16 20:30:57+00:00
2022,REG,WAS,11,00-0036328,RB,Antonio Gibson,Antonio,Gibson,,,,Knee,,Full Participation in Practice,2022-11-18 19:17:22+00:00
2022,REG,WAS,11,00-0033282,WR,Curtis Samuel,Curtis,Samuel,,,,Shin,,Full Participation in Practice,2022-11-18 19:17:43+00:00
2022,REG,WAS,11,00-0031260,TE,Logan Thomas,Logan,Thomas,,,,Rib,,Full Participation in Practice,2022-11-18 19:17:51+00:00
2022,REG,WAS,11,00-0030869,C,Tyler Larsen,Tyler,Larsen,,,,Back,,Limited Participation in Practice,2022-11-18 19:17:22+00:00
2022,REG,WAS,11,00-0035286,LB,Cole Holcomb,Cole,Holcomb,Foot,,Out,Foot,,Did Not Participate In Practice,2022-11-18 19:18:49+00:00
2022,REG,WAS,11,00-0032602,RB,J.D. McKissic,J.D.,McKissic,Neck,,Out,Neck,,Did Not Participate In Practice,2022-11-18 19:18:59+00:00
2022,REG,WAS,11,00-0037168,TE,Armani Rogers,Armani,Rogers,Knee,Ankle,Out,Knee,Ankle,Did Not Participate In Practice,2022-11-18 19:19:06+00:00
2022,REG,WAS,11,00-0037095,CB,Christian Holmes,Christian,Holmes,Hamstring,,Questionable,Hamstring,,Limited Participation in Practice,2022-11-18 19:18:42+00:00
2022,REG,WAS,11,00-0031596,LB,David Mayo,David,Mayo,Hamstring,,Questionable,Hamstring,,Limited Participation in Practice,2022-11-18 19:18:42+00:00
2022,REG,WAS,11,00-0032975,RB,Jonathan Williams,Jonathan,Williams,Knee,,Questionable,Knee,,Limited Participation in Practice,2022-11-18 19:18:42+00:00
2022,REG,ARI,12,00-0032132,G,Max Garcia,Max,Garcia,,,,Shoulder,,Full Participation in Practice,2022-11-25 21:01:16+00:00
2022,REG,ARI,12,00-0035247,DT,Trysten Hill,Trysten,Hill,,,,Foot,,Full Participation in Practice,2022-11-25 21:01:16+00:00
2022,REG,ARI,12,00-0027688,QB,Colt McCoy,Colt,McCoy,,,,right Elbow,,Full Participation in Practice,2022-11-25 21:01:25+00:00
2022,REG,ARI,12,00-0035228,QB,Kyler Murray,Kyler,Murray,,,,Hamstring,,Full Participation in Practice,2022-11-25 21:01:16+00:00
2022,REG,ARI,12,00-0030061,TE,Zach Ertz,Zach,Ertz,Knee,,Out,Knee,,Did Not Participate In Practice,2022-11-25 21:02:39+00:00
2022,REG,ARI,12,00-0032222,T,D.J. Humphries,D.J.,Humphries,Back,,Out,Back,,Did Not Participate In Practice,2022-11-25 21:02:45+00:00
2022,REG,ARI,12,00-0036936,WR,Rondale Moore,Rondale,Moore,Groin,,Out,Groin,,Did Not Participate In Practice,2022-11-25 21:02:53+00:00
2022,REG,ARI,12,00-0035236,CB,Byron Murphy,Byron,Murphy,Back,,Out,Back,,Did Not Participate In Practice,2022-11-25 21:02:59+00:00
2022,REG,ARI,12,00-0032560,S,Charles Washington,Charles,Washington,Chest,,Out,Chest,,Did Not Participate In Practice,2022-11-25 21:03:08+00:00
2022,REG,ARI,12,00-0035500,WR,Greg Dortch,Greg,Dortch,Thumb,,Questionable,Thumb,,Did Not Participate In Practice,2022-11-25 21:02:15+00:00
2022,REG,ARI,12,00-0035146,QB,Trace McSorley,Trace,McSorley,Illness,,Questionable,Illness,,Did Not Participate In Practice,2022-11-25 21:02:15+00:00
2022,REG,ATL,12,00-0030578,RB,Cordarrelle Patterson,Cordarrelle,Patterson,,,,Not injury related - resting player,,Limited Participation in Practice,2022-11-24 18:58:37+00:00
2022,REG,ATL,12,00-0035179,DT,Jalen Dalton,Jalen,Dalton,Toe,,Doubtful,Toe,,Did Not Participate In Practice,2022-11-25 19:27:21+00:00
2022,REG,ATL,12,00-0038116,LB,Arnold Ebiketie,Arnold,Ebiketie,Forearm,,Questionable,Forearm,,Limited Participation in Practice,2022-11-25 19:27:11+00:00
2022,REG,ATL,12,00-0035698,T,Chuma Edoga,Chuma,Edoga,Knee,,Questionable,Knee,,Limited Participation in Practice,2022-11-25 19:27:11+00:00
2022,REG,ATL,12,00-0036825,TE,Feleipe Franks,Feleipe,Franks,Calf,,Questionable,Calf,,Limited Participation in Practice,2022-11-25 19:27:11+00:00
2022,REG,ATL,12,00-0036829,RB,Caleb Huntley,Caleb,Huntley,Ankle,,Questionable,Ankle,,Limited Participation in Practice,2022-11-25 19:27:11+00:00
2022,REG,BAL,12,00-0026190,DE,Calais Campbell,Calais,Campbell,,,,Not injury related - resting player,,Did Not Participate In Practice,2022-11-23 21:22:26+00:00
2022,REG,BAL,12,00-0028008,LB,Justin Houston,Justin,Houston,,,,Not injury related - resting player,,Did Not Participate In Practice,2022-11-23 21:23:20+00:00
2022,REG,BAL,12,00-0032165,CB,Marcus Peters,Marcus,Peters,,,,Not injury related - resting player,,Did Not Participate In Practice,2022-11-25 20:05:27+00:00
2022,REG,BAL,12,00-0027867,DE,Jason Pierre-Paul,Jason,Pierre-Paul,,,,Not injury related - resting player,,Did Not Participate In Practice,2022-11-25 20:05:43+00:00
2022,REG,BAL,12,00-0034796,QB,Lamar Jackson,Lamar,Jackson,,,,Hip,,Full Participation in Practice,2022-11-25 20:04:27+00:00
2022,REG,BAL,12,00-0029592,G,Kevin Zeitler,Kevin,Zeitler,,,,Illness,,Full Participation in Practice,2022-11-25 20:04:27+00:00
2022,REG,BAL,12,00-0038119,CB,Jalyn Armour-Davis,Jalyn,Armour-Davis,Hip,,Out,Hip,,Did Not Participate In Practice,2022-11-25 20:06:58+00:00
2022,REG,BAL,12,00-0032965,T,Ronnie Stanley,Ronnie,Stanley,Ankle,,Out,Ankle,,Did Not Participate In Practice,2022-11-25 20:07:29+00:00
2022,REG,BAL,12,00-0038038,S,Kyle Hamilton,Kyle,Hamilton,Knee,,Questionable,Knee,,Did Not Participate In Practice,2022-11-25 20:06:51+00:00
2022,REG,BAL,12,00-0034184,RB,Gus Edwards,Gus,Edwards,Hamstring,Knee,Questionable,Hamstring,Knee,Full Participation in Practice,2022-11-25 20:06:51+00:00
2022,REG,BAL,12,00-0032775,WR,Demarcus Robinson,Demarcus,Robinson,Hip,,Questionable,Hip,,Full Participation in Practice,2022-11-25 20:06:51+00:00
2022,REG,BAL,12,00-0036331,WR,Devin Duvernay,Devin,Duvernay,Hamstring,,Questionable,Hamstring,,Limited Participation in Practice,2022-11-25 20:06:51+00:00
2022,REG,BAL,12,00-0037838,TE,Isaiah Likely,Isaiah,Likely,Ankle,,Questionable,Ankle,,Limited Participation in Practice,2022-11-25 20:06:51+00:00
2022,REG,BUF,12,00-0037242,CB,Kaiir Elam,Kaiir,Elam,,,,Ankle,,Full Participation in Practice,2022-11-23 16:39:14+00:00
2022,REG,BUF,12,00-0036888,S,Damar Hamlin,Damar,Hamlin,,,,Neck,,Full Participation in Practice,2022-11-23 16:39:14+00:00
2022,REG,BUF,12,00-0035357,CB,Cameron Lewis,Cameron,Lewis,,,,Forearm,,Full Participation in Practice,2022-11-23 16:39:14+00:00
2022,REG,BUF,12,00-0030114,S,Jordan Poyer,Jordan,Poyer,,,,Elbow,,Full Participation in Practice,2022-11-23 16:39:14+00:00
2022,REG,BUF,12,00-0030097,G,David Quessenberry,David,Quessenberry,,,,Ankle,,Full Participation in Practice,2022-11-23 16:39:14+00:00
2022,REG,BUF,12,00-0034857,QB,Josh Allen,Josh,Allen,,,,right Elbow,,Limited Participation in Practice,2022-11-23 16:39:14+00:00
2022,REG,BUF,12,00-0034673,LB,Tremaine Edmunds,Tremaine,Edmunds,Groin,Heel,Out,Groin,Heel,Did Not Participate In Practice,2022-11-23 16:39:43+00:00
2022,REG,BUF,12,00-0036914,DE,Gregory Rousseau,Gregory,Rousseau,Ankle,,Out,Ankle,,Did Not Participate In Practice,2022-11-23 16:39:55+00:00
2022,REG,BUF,12,00-0036192,DE,A.J. Epenesa,A.J.,Epenesa,Ankle,,Doubtful,Ankle,,Did Not Participate In Practice,2022-11-23 16:39:49+00:00
2022,REG,BUF,12,00-0031936,C,Mitch Morse,Mitch,Morse,Elbow,Ankle,Questionable,Elbow,Ankle,Did Not Participate In Practice,2022-11-23 16:39:27+00:00
2022,REG,CAR,12,00-0033925,RB,D'Onta Foreman,D'Onta,Foreman,,,,Not injury related - resting player,,Did Not Participate In Practice,2022-11-23 21:03:13+00:00
2022,REG,CAR,12,00-0033284,T,Taylor Moton,Taylor,Moton,,,,Not injury related - resting player,,Did Not Participate In Practice,2022-11-24 17:52:51+00:00
2022,REG,CAR,12,00-0032403,S,Juston Burris,Juston,Burris,,,,Concussion,,Full Participation in Practice,2022-11-25 18:14:53+00:00
2022,REG,CAR,12,00-0036575,T,Larnel Coleman,Larnel,Coleman,,,,Illness,,Full Participation in Practice,2022-11-25 18:15:08+00:00
2022,REG,CAR,12,00-0032145,T,Cameron Erving,Cameron,Erving,,,,Illness,,Full Participation in Practice,2022-11-25 18:15:21+00:00
2022,REG,CAR,12,00-0036572,WR,Shi Smith,Shi,Smith,,,,Illness,,Full Participation in Practice,2022-11-25 18:15:35+00:00
2022,REG,CAR,12,00-0035950,S,Myles Hartsfield,Myles,Hartsfield,Ankle,,Out,Ankle,,Did Not Participate In Practice,2022-11-25 18:17:14+00:00
2022,REG,CAR,12,00-0032781,DT,Matt Ioannidis,Matt,Ioannidis,Calf,,Out,Calf,,Did Not Participate In Practice,2022-11-25 18:17:28+00:00
2022,REG,CAR,12,00-0032677,LB,Cory Littleton,Cory,Littleton,Ankle,,Out,Ankle,,Did Not Participate In Practice,2022-11-25 18:17:52+00:00
2022,REG,CAR,12,00-0035956,TE,Giovanni Ricci,Giovanni,Ricci,Neck,,Doubtful,Neck,,Did Not Participate In Practice,2022-11-25 18:18:04+00:00
2022,REG,CAR,12,00-0033275,QB,Phillip Walker,Phillip,Walker,Ankle,,Doubtful,Ankle,,Limited Participation in Practice,2022-11-25 18:18:15+00:00
2022,REG,CAR,12,00-0036438,TE,Stephen Sullivan,Stephen,Sullivan,Illness,,Questionable,Illness,,Did Not Participate In Practice,2022-11-25 18:18:52+00:00
2022,REG,CAR,12,00-0034365,TE,Ian Thomas,Ian,Thomas,Illness,,Questionable,Illness,,Did Not Participate In Practice,2022-11-25 18:18:41+00:00
2022,REG,CAR,12,00-0036955,WR,Terrace Marshall,Terrace,Marshall,Shoulder,,Questionable,Shoulder,,Full Participation in Practice,2022-11-25 18:18:29+00:00
2022,REG,CHI,12,00-0034389,S,Dane Cruikshank,Dane,Cruikshank,,,,Hamstring,,Full Participation in Practice,2022-11-25 20:59:36+00:00
2022,REG,CHI,12,00-0036953,T,Teven Jenkins,Teven,Jenkins,,,,Hip,,Full Participation in Practice,2022-11-25 20:59:36+00:00
2022,REG,CHI,12,00-0038135,S,Jaquan Brisker,Jaquan,Brisker,Concussion,,Out,Concussion,,Did Not Participate In Practice,2022-11-25 20:59:51+00:00
2022,REG,CHI,12,00-0038111,CB,Kyler Gordon,Kyler,Gordon,Concussion,,Out,Concussion,,Did Not Participate In Practice,2022-11-25 21:00:13+00:00
2022,REG,CHI,12,00-0037406,LB,Sterling Weatherford,Sterling,Weatherford,Concussion,,Out,Concussion,,Did Not Participate In Practice,2022-11-25 21:00:18+00:00
2022,REG,CHI,12,00-0036945,QB,Justin Fields,Justin,Fields,left Shoulder,,Questionable,left Shoulder,,Limited Participation in Practice,2022-11-25 20:59:45+00:00
2022,REG,CIN,12,00-0031534,T,La'el Collins,La'el,Collins,,,,Not injury related - resting player,,Full Participation in Practice,2022-11-25 19:15:54+00:00
2022,REG,CIN,12,00-0036857,RB,Chris Evans,Chris,Evans,,,,Knee,,Full Participation in Practice,2022-11-25 19:15:45+00:00
2022,REG,CIN,12,00-0033935,DE,Trey Hendrickson,Trey,Hendrickson,,,,Illness,,Full Participation in Practice,2022-11-25 19:15:45+00:00
2022,REG,CIN,12,00-0032424,DT,D.J. Reader,D.J.,Reader,,,,Ankle,,Full Participation in Practice,2022-11-25 19:15:45+00:00
2022,REG,CIN,12,00-0036881,DT,Jay Tufele,Jay,Tufele,,,,Illness,,Full Participation in Practice,2022-11-25 19:16:13+00:00
2022,REG,CIN,12,00-0033897,RB,Joe Mixon,Joe,Mixon,Concussion,,Out,Concussion,,Did Not Participate In Practice,2022-11-25 19:16:39+00:00
2022,REG,CIN,12,00-0037743,S,Dax Hill,Dax,Hill,Shoulder,,Questionable,Shoulder,,Full Participation in Practice,2022-11-25 19:17:45+00:00
2022,REG,CIN,12,00-0033347,DT,Josh Tupou,Josh,Tupou,Calf,,Questionable,Calf,,Full Participation in Practice,2022-11-25 19:17:58+00:00
2022,REG,CIN,12,00-0035895,LB,Joe Bachie,Joe,Bachie,Knee,,Questionable,Knee,,Limited Participation in Practice,2022-11-25 19:17:04+00:00
2022,REG,CIN,12,00-0036900,WR,Ja'Marr Chase,Ja'Marr,Chase,Hip,,Questionable,Hip,,Limited Participation in Practice,2022-11-25 19:17:30+00:00
2022,REG,CLE,12,00-0037332,S,D'Anthony Bell,D'Anthony,Bell,,,,Concussion,,Full Participation in Practice,2022-11-25 19:44:17+00:00
2022,REG,CLE,12,00-0031426,G,Joel Bitonio,Joel,Bitonio,,,,Not injury related - resting player,Illness,Full Participation in Practice,2022-11-25 19:44:09+00:00
2022,REG,CLE,12,00-0031364,DE,Jadeveon Clowney,Jadeveon,Clowney,,,,Not injury related - resting player,,Full Participation in Practice,2022-11-25 19:44:09+00:00
2022,REG,CLE,12,00-0033057,T,Jack Conklin,Jack,Conklin,,,,Foot,Not injury related - resting p,Full Participation in Practice,2022-11-25 19:44:28+00:00
2022,REG,CLE,12,00-0031544,WR,Amari Cooper,Amari,Cooper,,,,Not injury related - resting player,,Full Participation in Practice,2022-11-25 19:44:09+00:00
2022,REG,CLE,12,00-0033868,DE,Myles Garrett,Myles,Garrett,,,,Not injury related - resting player,,Full Participation in Practice,2022-11-25 19:44:09+00:00
2022,REG,CLE,12,00-0034779,S,Ronnie Harrison,Ronnie,Harrison,,,,Illness,,Full Participation in Practice,2022-11-25 19:44:09+00:00
2022,REG,CLE,12,00-0036267,T,Jedrick Wills,Jedrick,Wills,,,,Knee,,Full Participation in Practice,2022-11-25 19:44:09+00:00
2022,REG,CLE,12,00-0038126,DT,Perrion Winfrey,Perrion,Winfrey,,,,Concussion,,Full Participation in Practice,2022-11-25 19:44:09+00:00
2022,REG,CLE,12,00-0035258,G,Hjalte Froholdt,Hjalte,Froholdt,,,,Illness,,Limited Participation in Practice,2022-11-25 19:44:37+00:00
2022,REG,CLE,12,00-0033885,TE,David Njoku,David,Njoku,,,,Ankle,Knee,Limited Participation in Practice,2022-11-25 19:44:09+00:00
2022,REG,CLE,12,00-0034399,G,Wyatt Teller,Wyatt,Teller,,,,Calf,,Limited Participation in Practice,2022-11-25 19:44:47+00:00
2022,REG,CLE,12,00-0034856,CB,Denzel Ward,Denzel,Ward,,,,Groin,,Limited Participation in Practice,2022-11-25 19:45:11+00:00
2022,REG,CLE,12,00-0036996,CB,Greg Newsome,Greg,Newsome,Concussion,,Out,Concussion,,Did Not Participate In Practice,2022-11-25 19:45:38+00:00
2022,REG,DAL,12,00-0036361,CB,Trevon Diggs,Trevon,Diggs,,,,Ankle,,Full Participation in Practice,2022-11-23 19:43:51+00:00
2022,REG,DAL,12,00-0033045,RB,Ezekiel Elliott,Ezekiel,Elliott,,,,Knee,,Full Participation in Practice,2022-11-23 19:44:37+00:00
2022,REG,DAL,12,00-0031256,LB,Anthony Barr,Anthony,Barr,Hamstring,,Out,Hamstring,,Did Not Participate In Practice,2022-11-23 19:46:04+00:00
2022,REG,DAL,12,00-0033917,DE,Tarell Basham,Tarell,Basham,Illness,,Doubtful,Illness,,Did Not Participate In Practice,2022-11-23 19:46:14+00:00
2022,REG,DAL,12,00-0030063,DT,Johnathan Hankins,Johnathan,Hankins,Illness,,Doubtful,Illness,,Did Not Participate In Practice,2022-11-23 19:46:30+00:00
2022,REG,DAL,12,00-0032052,DE,Dante Fowler,Dante,Fowler,Illness,,Questionable,Illness,,Did Not Participate In Practice,2022-11-23 19:45:19+00:00
2022,REG,DAL,12,00-0035301,S,Donovan Wilson,Donovan,Wilson,Illness,,Questionable,Illness,,Did Not Participate In Practice,2022-11-23 19:45:19+00:00
2022,REG,DAL,12,00-0036366,DT,Neville Gallimore,Neville,Gallimore,Illness,,Questionable,Illness,,Limited Participation in Practice,2022-11-23 19:45:19+00:00
2022,REG,DAL,12,00-0036935,CB,Kelvin Joseph,Kelvin,Joseph,Illness,,Questionable,Illness,,Limited Participation in Practice,2022-11-23 19:45:19+00:00
2022,REG,DAL,12,00-0031411,DE,Demarcus Lawrence,Demarcus,Lawrence,Foot,Illness,Questionable,Foot,Illness,Limited Participation in Practice,2022-11-23 19:45:19+00:00
2022,REG,DAL,12,00-0036942,DT,Osa Odighizuwa,Osa,Odighizuwa,Knee,,Questionable,Knee,,Limited Participation in Practice,2022-11-23 19:45:19+00:00
2022,REG,DAL,12,00-0036932,LB,Micah Parsons,Micah,Parsons,Knee,Ankle,Questionable,Knee,Ankle,Limited Participation in Practice,2022-11-23 19:45:19+00:00
2022,REG,DEN,12,00-0035757,LS,Jacob Bobenmoyer,Jacob,Bobenmoyer,,,,Hand,,Full Participation in Practice,2022-11-25 20:31:02+00:00
2022,REG,DEN,12,00-0036952,LB,Jonathon Cooper,Jonathon,Cooper,,,,Knee,,Full Participation in Practice,2022-11-25 20:31:15+00:00
2022,REG,DEN,12,00-0033297,DT,D.J. Jones,D.J.,Jones,,,,Hand,,Full Participation in Practice,2022-11-25 20:31:41+00:00
2022,REG,DEN,12,00-0030513,RB,Latavius Murray,Latavius,Murray,,,,Wrist,,Full Participation in Practice,2022-11-25 20:32:04+00:00
2022,REG,DEN,12,00-0029890,DT,Mike Purcell,Mike,Purcell,,,,Ankle,,Full Participation in Practice,2022-11-25 20:32:19+00:00
2022,REG,DEN,12,00-0032971,S,Justin Simmons,Justin,Simmons,,,,Knee,,Full Participation in Practice,2022-11-25 20:32:26+00:00
